Institution Index,Institution,Last Name,First Name,Ph.D. Graduation Year,Ph.D. Graduate School,Research Interest,H-index,Citations,Publications,Publications Divided by Co-authors
180,Massachusetts Institute of Technology,Gifford,David,1981,Stanford University,Comp. bio & bioinformatics,1,2267,27,9
180,Massachusetts Institute of Technology,Sanchez,Daniel,2012,Stanford University,Computer architecture,53,26084,26,8.5
180,Massachusetts Institute of Technology,Sontag,David,2010,Massachusetts Institute of Technology,Machine learning & data mining,37,8280,26,7.7
180,Massachusetts Institute of Technology,Agarwal,Anant,,Stanford University,"Computer architecture,Design automation",69,23248,25,8.3
180,Massachusetts Institute of Technology,Kumar,Arvind,1973,University of Minnesota,Computer architecture,35,4414,24,7.9
180,Massachusetts Institute of Technology,Lynch,Nancy,1972,Massachusetts Institute of Technology,Algorithms & complexity,75,38065,24,9.9
180,Massachusetts Institute of Technology,Andreas,Jacob,2018,University of California - Berkeley,Natural language processing,24,2953,23,7.5
180,Massachusetts Institute of Technology,Isola,Philip,2015,Massachusetts Institute of Technology,Computer vision,29,19189,22,5.1
180,Massachusetts Institute of Technology,Meyer,Albert,1972,Harvard University,"Programming languages,Algorithms & complexity",3,13,22,9.9
180,Massachusetts Institute of Technology,Jackson,Daniel,1992,Massachusetts Institute of Technology,Software engineering,48,12204,21,9.8
180,Massachusetts Institute of Technology,Solomon,Justin,2015,Stanford University,"Computer graphics,Machine learning & data mining",26,3218,21,5.9
180,Massachusetts Institute of Technology,Madry,Aleksander,2011,Massachusetts Institute of Technology,Algorithms & complexity,30,6154,21,8.3
180,Massachusetts Institute of Technology,Chlipala,Adam,2007,University of California - Berkeley,"Programming languages,Operating systems",26,2962,20,10.4
180,Massachusetts Institute of Technology,M¨¹ller,Stefanie,2016,Hasso Plattner Institute,Human-computer interaction,15,1236,19,3.3
180,Massachusetts Institute of Technology,Adib,Fadel,2016,Massachusetts Institute of Technology,Computer networks,17,3239,18,5.3
180,Massachusetts Institute of Technology,Ragan-Kelley,Jonathan,2014,Massachusetts Institute of Technology,Computer graphics,21,2600,16,2.9
180,Massachusetts Institute of Technology,Shavit,Nir,1989,Hebrew University of Jerusalem,Algorithms & complexity,,,16,5.8
180,Massachusetts Institute of Technology,Jaillet,Patrick,1985,Massachusetts Institute of Technology,"Machine learning & data mining,Artificial intelligence",42,8553,15,4.5
180,Massachusetts Institute of Technology,Leiserson,Charles,1981,Carnegie Mellon University,Algorithms & complexity,63,89675,15,6.9
180,Massachusetts Institute of Technology,Tsitsiklis,John,1984,Massachusetts Institute of Technology,"Machine learning & data mining,Measurement & perf. analysis",89,54448,14,6
180,Massachusetts Institute of Technology,Ghobadi,Manya,2013,University of Toronto,"Computer networks,Measurement & perf. analysis",19,1729,12,2.3
180,Massachusetts Institute of Technology,Broderick,Tamara,2014,University of California - Berkeley,Machine learning & data mining,20,1560,11,3.4
180,Massachusetts Institute of Technology,Szolovits,Peter,1975,California Institute of Technology,"Artificial intelligence,Machine learning & data mining",54,14131,11,3
180,Massachusetts Institute of Technology,Carbin,Michael,2015,Massachusetts Institute of Technology,"Programming languages,Machine learning & data mining,Computer architecture",20,3083,10,2
180,Massachusetts Institute of Technology,Boning,Duane,1991,Massachusetts Institute of Technology,"Machine learning & data mining,Design automation",45,7671,8,1.8
180,Massachusetts Institute of Technology,Golland,Polina,2001,Massachusetts Institute of Technology,Machine learning & data mining,48,13844,8,3.4
180,Massachusetts Institute of Technology,Shun,Julian,2015,Carnegie Mellon University,Databases,21,2007,8,3.5
180,Massachusetts Institute of Technology,Sze,Vivienne,2010,Massachusetts Institute of Technology,"Robotics,Computer vision",39,8003,8,2
180,Massachusetts Institute of Technology,Berwick,Robert,1982,Massachusetts Institute of Technology,Natural language processing,0,0,7,4.3
180,Massachusetts Institute of Technology,Belay,Adam,2016,Stanford University,"Operating systems,Computer networks",9,1007,6,1.1
180,Massachusetts Institute of Technology,Wornell,Gregory,1991,Massachusetts Institute of Technology,"Computer vision,Machine learning & data mining",62,39683,6,1.1
180,Massachusetts Institute of Technology,Kellis,Manolis,2003,Massachusetts Institute of Technology,Comp. bio & bioinformatics,117,102893,5,1.7
180,Massachusetts Institute of Technology,Ozdaglar,Asuman,2003,Massachusetts Institute of Technology,Machine learning & data mining,59,22010,5,1.5
180,Massachusetts Institute of Technology,Médard,Muriel,1995,Massachusetts Institute of Technology,Computer networks,76,33995,4,1
180,Massachusetts Institute of Technology,Uhler,Caroline,2011,University of California - Berkeley,Machine learning & data mining,21,2048,4,1.2
180,Massachusetts Institute of Technology,Zue,Victor,1989,Massachusetts Institute of Technology,"Artificial intelligence,Machine learning & data mining",30,4463,4,1.2
180,Massachusetts Institute of Technology,Wyatt,John,1979,University of California - Berkeley,Machine learning & data mining,30,3756,3,1.3
180,Massachusetts Institute of Technology,Horn,Berthold,1970,Massachusetts Institute of Technology,Computer vision,62,48979,2,0.8
180,Massachusetts Institute of Technology,Megretski,Alexandre,1988,Leningrad University,Design automation,25,3772,2,0.7
180,Massachusetts Institute of Technology,Polyanskiy,Yury,2010,Princeton University,,27,4314,2,0.4
180,Massachusetts Institute of Technology,Sarpeshkar,Rahul,2012,California Institute of Technology,,53,11238,2,0.7
180,Massachusetts Institute of Technology,Shulaker,Max,2016,Stanford University,Design automation,22,2567,2,0.2
180,Massachusetts Institute of Technology,Sussman,Gerald,1973,Massachusetts Institute of Technology,Artificial intelligence,38,8853,2,1.5
180,Massachusetts Institute of Technology,Tidor,Bruce,1990,Harvard University,,58,18295,2,0.5
180,Massachusetts Institute of Technology,Weiss,Ron,1996,Massachusetts Institute of Technology,,56,16070,2,0.5
180,Massachusetts Institute of Technology,Winston,Patrick,1970,Massachusetts Institute of Technology,Artificial intelligence,23,5219,2,0.8
180,Massachusetts Institute of Technology,Abelson,Harold,1973,Massachusetts Institute of Technology,,26,5041,1,1
180,Massachusetts Institute of Technology,Kong,Jing,2002,Stanford University,,113,69272,1,0.3
180,Massachusetts Institute of Technology,Lang,Jeffrey,1980,Massachusetts Institute of Technology,,42,6460,1,0.2
180,Massachusetts Institute of Technology,Lo,Andrew,1984,Harvard University,,73,53909,1,0.3
180,Massachusetts Institute of Technology,Minsky,Marvin,1954,Princeton University,,41,22772,1,1
180,Massachusetts Institute of Technology,Parrilo,Pablo,2000,California Institute of Technology,,56,21032,1,0.3
180,Massachusetts Institute of Technology,Ward,Stephen,1984,Massachusetts Institute of Technology,,61,12480,1,0.5
343,University of California - Berkeley,Jordan,Michael,1985,University of California - San Diego,Machine learning & data mining,173,191190,199,63.9
343,University of California - Berkeley,Darrell,Trevor,1996,Massachusetts Institute of Technology,Computer vision,129,123594,186,52.7
343,University of California - Berkeley,Abbeel,Pieter,2008,Stanford University,Robotics,101,46812,153,36
343,University of California - Berkeley,Malik,Jitendra,1985,Stanford University,Computer vision,137,184389,153,50.8
343,University of California - Berkeley,Sangiovanni-Vincentelli,Alberto,1971,The Polytechnic University of Milan,"Design automation,Embedded & real-time systems",118,66563,152,46.4
343,University of California - Berkeley,Levine,Sergey,2014,Stanford University,"Machine learning & data mining,Robotics",83,31093,114,28.4
343,University of California - Berkeley,Stoica,Ion,2000,Carnegie Mellon University,Computer networks,131,112859,113,23.9
343,University of California - Berkeley,Shenker,Scott,1983,University of Chicago,Computer networks,157,150341,111,27.2
343,University of California - Berkeley,Goldberg,Kenneth,1990,Carnegie Mellon University,Robotics,73,21300,103,26.3
343,University of California - Berkeley,Fearing,Ronald,1988,Stanford University,Robotics,70,21824,98,35.8
343,University of California - Berkeley,Efros,Alexei,2003,University of California - Berkeley,Computer vision,77,53061,90,25.5
343,University of California - Berkeley,Canny,John,1987,Massachusetts Institute of Technology,Human-computer interaction,80,60206,85,36.4
343,University of California - Berkeley,Paxson,Vern,1997,University of California - Berkeley,Computer security,99,64183,84,25.3
343,University of California - Berkeley,Karp,Richard,1959,Harvard University,Comp. bio & bioinformatics,103,78079,66,22.3
343,University of California - Berkeley,Russell,Stuart,1986,Stanford University,"Machine learning & data mining,Artificial intelligence",8,210,66,24.4
343,University of California - Berkeley,Hellerstein,Joseph,1995,University of Wisconsin - Madison,Databases,93,45715,65,18.8
343,University of California - Berkeley,Culler,David,1989,Massachusetts Institute of Technology,Mobile computing,126,102918,63,16.7
343,University of California - Berkeley,Goldwasser,Shafi,1984,University of California - Berkeley,"Cryptography,Algorithms & complexity",74,31034,63,21.6
343,University of California - Berkeley,Katz,Randy,1980,University of California - Berkeley,"Computer architecture,Computer networks",121,83133,63,21.3
343,University of California - Berkeley,Keutzer,Kurt,1984,Indiana University,"Artificial intelligence,Computer vision",77,26298,62,18.2
343,University of California - Berkeley,Sastry,S. Shankar,1980,University of California - Berkeley,Robotics,124,97612,62,17.8
343,University of California - Berkeley,Seshia,Sanjit,2005,Carnegie Mellon University,Logic & verification,54,13289,52,15.8
343,University of California - Berkeley,Bartlett,Peter,1992,University of Queensland,Machine learning & data mining,69,35403,50,17.2
343,University of California - Berkeley,Wagner,David,2000,University of California - Berkeley,Computer security,93,55679,48,15.9
343,University of California - Berkeley,Wainwright,Martin,2002,Massachusetts Institute of Technology,Machine learning & data mining,89,37348,48,16.7
343,University of California - Berkeley,Hartmann,Björn,2009,Stanford University,Human-computer interaction,48,8921,45,9.9
343,University of California - Berkeley,Rao,Satish,1989,Massachusetts Institute of Technology,Algorithms & complexity,59,15513,44,15.3
343,University of California - Berkeley,Garg,Sanjam,2013,University of California - Los Angeles,Cryptography,33,5129,43,13.2
343,University of California - Berkeley,Ratnasamy,Sylvia,2002,University of California - Berkeley,Computer networks,61,30890,43,8.8
343,University of California - Berkeley,Sen,Koushik,2006,University of Illinois at Urbana-Champaign,Software engineering,58,17069,41,12.8
343,University of California - Berkeley,Bajcsy,Ruzena,1972,Stanford University,Robotics,69,21834,39,15.1
343,University of California - Berkeley,Sinclair,Alistair,1988,University of Edinburgh,Algorithms & complexity,39,8131,39,14.5
343,University of California - Berkeley,Vazirani,Umesh,1986,University of California - Berkeley,Algorithms & complexity,50,12690,38,14.6
343,University of California - Berkeley,Hearst,Marti,1994,University of California - Berkeley,"Natural language processing,Human-computer interaction",72,33959,36,16.2
343,University of California - Berkeley,Paulos,Eric,2001,University of California - Berkeley,Human-computer interaction,43,6668,36,12.2
343,University of California - Berkeley,Tomlin,Claire,1998,University of California - Berkeley,Robotics,67,22442,35,11
343,University of California - Berkeley,Dragan,Anca,2015,Carnegie Mellon University,Robotics,36,4563,34,9.6
343,University of California - Berkeley,Roychowdhury,Jaijeet,1993,University of California - Berkeley,Design automation,33,5476,34,15.7
343,University of California - Berkeley,Brewer,Eric,1994,Massachusetts Institute of Technology,Computer networks,77,31042,32,8.8
343,University of California - Berkeley,Parameswaran,Aditya,2013,Stanford University,Databases,37,3917,32,7.8
343,University of California - Berkeley,Raghavendra,Prasad,2009,University of Washington,Algorithms & complexity,29,3117,32,11.3
343,University of California - Berkeley,O'Brien,James,2000,Georgia Institute of Technology,Computer graphics,55,12610,31,9.1
343,University of California - Berkeley,Recht,Benjamin,2006,Massachusetts Institute of Technology,Machine learning & data mining,66,31066,31,8.8
343,University of California - Berkeley,Hardt,Moritz,2011,Princeton University,"Machine learning & data mining,Algorithms & complexity",35,9445,29,10.5
343,University of California - Berkeley,Yelick,Katherine,1985,Massachusetts Institute of Technology,High-performance computing,59,21083,29,7.7
343,University of California - Berkeley,Lee,Edward,1986,University of California - Berkeley,Embedded & real-time systems,85,49556,26,9.4
343,University of California - Berkeley,Cheung,Alvin,2015,Massachusetts Institute of Technology,Databases,21,1608,25,7.1
343,University of California - Berkeley,Dutta,Prabal,2009,University of California - Berkeley,Mobile computing,50,11555,25,6.5
343,University of California - Berkeley,Chayes,Jennifer,1983,Princeton University,"Algorithms & complexity,Economics & computation",60,12227,24,5.3
343,University of California - Berkeley,Necula,George,1998,Carnegie Mellon University,"Programming languages,Software engineering",38,12506,24,9.4
343,University of California - Berkeley,Popa,Raluca,2014,Massachusetts Institute of Technology,Computer security,32,6432,24,5.4
343,University of California - Berkeley,Demmel,James,1983,University of California - Berkeley,High-performance computing,90,52059,22,6.5
343,University of California - Berkeley,Kubiatowicz,John,1993,Massachusetts Institute of Technology,Computer architecture,56,26324,20,4.5
343,University of California - Berkeley,Gonzalez,Joseph,2012,Carnegie Mellon University,"Computer vision,Machine learning & data mining",33,11594,19,3.3
343,University of California - Berkeley,Chiesa,Alessandro,2013,Massachusetts Institute of Technology,"Cryptography,Computer security",23,3958,19,4.5
343,University of California - Berkeley,Ma,Yi,2000,University of California - Berkeley,Computer vision,73,53730,19,5.2
343,University of California - Berkeley,Ng,Ren,2006,Stanford University,Computer vision,23,7316,19,5.1
343,University of California - Berkeley,Fox,Armando,2000,University of California - Berkeley,Databases,69,40157,17,4.4
343,University of California - Berkeley,Nelson,Jelani,2011,Massachusetts Institute of Technology,Algorithms & complexity,24,2302,16,5.9
